rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1567750424107598931,,10227,,1567750424,107229659,"""world""",,,-0.00963645242155,0.0167190544307,0.136861354113,,0.000534488121048,0.000534181657713,-0.711347579956,-0.702840089798
1567750424116922644,,10228,,1567750424,116620764,"""world""",,,-0.00961833447218,0.0167070571333,0.136873215437,,0.000653806782793,0.00065259821713,-0.711379349232,-0.702807605267
1567750424116956920,,10229,,1567750424,116639897,"""world""",,,-0.00962476246059,0.0166921615601,0.13685901463,,0.000651387963444,0.000513404898811,-0.711365938187,-0.70282137394
1567750424127326770,,10230,,1567750424,127057805,"""world""",,,-0.00963622145355,0.0166881363839,0.136843845248,,0.000649779452942,0.000573049474042,-0.711365103722,-0.7028221488
1567750424137849727,,10231,,1567750424,137550286,"""world""",,,-0.00960901379585,0.0167021434754,0.136889323592,,0.000700332515407,-0.000187265191926,-0.711360752583,-0.702826678753
1567750424137879083,,10232,,1567750424,137568943,"""world""",,,-0.00961024686694,0.0167117267847,0.136886686087,,0.000684079888742,-0.000165733014001,-0.71135187149,-0.702835679054
1567750424147172541,,10233,,1567750424,146895471,"""world""",,,-0.00960291549563,0.0167187340558,0.136900484562,,0.000688761880156,-0.00015284687106,-0.711359739304,-0.702827751637
1567750424147201659,,10234,,1567750424,146923880,"""world""",,,-0.00962266605347,0.016705609858,0.136861741543,,0.000639943289571,0.000615297525655,-0.711362063885,-0.702825188637
1567750424157642218,,10235,,1567750424,157361683,"""world""",,,-0.00962190888822,0.0167102850974,0.136879384518,,0.000649323803373,0.000564896618016,-0.711361408234,-0.702825903893
1567750424157664899,,10236,,1567750424,157379874,"""world""",,,-0.00961166713387,0.0167100634426,0.13688673079,,0.000642750004772,0.000654125527944,-0.711369216442,-0.702817976475
1567750424167007531,,10237,,1567750424,166751398,"""world""",,,-0.00963417068124,0.0167231224477,0.136869981885,,0.000540546549018,0.000503107381519,-0.711348891258,-0.702838778496
1567750424167027475,,10238,,1567750424,166769907,"""world""",,,-0.00963075272739,0.016725808382,0.136889532208,,0.000556450104341,0.000478263100376,-0.711346566677,-0.702841103077
1567750424177348709,,10239,,1567750424,177186247,"""world""",,,-0.00965636968613,0.0167218316346,0.136862024665,,0.00046428112546,0.000208346871659,-0.711306214333,-0.702882111073
1567750424177428256,,10240,,1567750424,177296699,"""world""",,,-0.00964909885079,0.0167159829289,0.136865660548,,0.000452444655821,0.000154074616148,-0.711307644844,-0.702880680561
1567750424186784925,,10241,,1567750424,186543173,"""world""",,,-0.00965460948646,0.0167190395296,0.136864542961,,0.000444922712632,0.000306102912873,-0.711311936378,-0.702876269817
1567750424197120027,,10242,,1567750424,196887472,"""world""",,,-0.00965509843081,0.0167184025049,0.136866241693,,0.000458231341327,0.000263198977336,-0.711300194263,-0.702888190746
1567750424197145807,,10243,,1567750424,196999428,"""world""",,,-0.00965280272067,0.0167231373489,0.136867716908,,0.000462882366264,0.000211089762161,-0.711303532124,-0.702884852886
1567750424207680098,,10244,,1567750424,207319000,"""world""",,,-0.00964306108654,0.0167236067355,0.136887431145,,0.000531250087079,0.000403253099648,-0.711331129074,-0.702856779099
1567750424207710957,,10245,,1567750424,207376313,"""world""",,,-0.00964724086225,0.0167220979929,0.136885151267,,0.000535610073712,0.00036690896377,-0.711342036724,-0.702845811844
1567750424217001577,,10246,,1567750424,216734913,"""world""",,,-0.00965217407793,0.0167191810906,0.136871144176,,0.000529235112481,0.000446389021818,-0.711337566376,-0.702850282192
1567750424217019894,,10247,,1567750424,216753220,"""world""",,,-0.00964969955385,0.0167127829045,0.136859431863,,0.000528173462953,0.000491739716381,-0.711339950562,-0.702847778797
1567750424227523708,,10248,,1567750424,227229814,"""world""",,,-0.00964562594891,0.0167077612132,0.136892408133,,0.000631730188616,0.000476828834508,-0.711356341839,-0.702831149101
1567750424227550619,,10249,,1567750424,227247981,"""world""",,,-0.00961407087743,0.0167283117771,0.136943429708,,0.000681223056745,-0.000184053526027,-0.711364746094,-0.702822625637
1567750424236807041,,10250,,1567750424,236510621,"""world""",,,-0.00963945966214,0.0167061816901,0.136893689632,,0.000641660182737,0.000547424191609,-0.711369156837,-0.702818036079
1567750424247041775,,10251,,1567750424,246792896,"""world""",,,-0.0096410959959,0.0167051106691,0.136897608638,,0.000652227841783,0.000436263071606,-0.711358606815,-0.702828764915
1567750424247067051,,10252,,1567750424,246810248,"""world""",,,-0.00964527204633,0.0167052075267,0.136893287301,,0.000644896179438,0.000405659229727,-0.711359679699,-0.702827751637
1567750424257334158,,10253,,1567750424,257141344,"""world""",,,-0.0096418261528,0.016705783084,0.136887952685,,0.000658068864141,0.000439837371232,-0.711355924606,-0.702831566334
1567750424257360242,,10254,,1567750424,257234083,"""world""",,,-0.0096415663138,0.0167099703103,0.136885777116,,0.000660602527205,0.00047715115943,-0.711358904839,-0.702828526497
1567750424266937959,,10255,,1567750424,266708511,"""world""",,,-0.00963990017772,0.0167091246694,0.136889502406,,0.000660173187498,0.000494071224239,-0.711363911629,-0.702823460102
1567750424266957546,,10256,,1567750424,266737475,"""world""",,,-0.00963246915489,0.0167130716145,0.136892110109,,0.000660733960103,0.000556401500944,-0.711371123791,-0.702816069126
1567750424277235550,,10257,,1567750424,277035896,"""world""",,,-0.00963084027171,0.0167097151279,0.13690303266,,0.000663089274894,0.000540344626643,-0.711359381676,-0.70282804966
1567750424287534205,,10258,,1567750424,287339638,"""world""",,,-0.00961954705417,0.0167084224522,0.136905744672,,0.000650843430776,0.000541853660252,-0.711355090141,-0.70283228159
1567750424287555389,,10259,,1567750424,287439224,"""world""",,,-0.00961934216321,0.0167093835771,0.13690982759,,0.000641237013042,0.000712537264917,-0.711367845535,-0.702819287777
1567750424296991425,,10260,,1567750424,296817349,"""world""",,,-0.00961835868657,0.0167095437646,0.136914268136,,0.000642057857476,0.000605886511039,-0.711362540722,-0.7028247118
1567750424297035154,,10261,,1567750424,296869420,"""world""",,,-0.00963257625699,0.016711242497,0.136918962002,,0.000635664677247,0.000533436133992,-0.711360514164,-0.702826857567
1567750424307557439,,10262,,1567750424,307286050,"""world""",,,-0.00965608190745,0.0167161840945,0.136885628104,,0.000526536663529,0.0005209412775,-0.711353003979,-0.702834486961
1567750424316810506,,10263,,1567750424,316584841,"""world""",,,-0.00966859795153,0.0167141743004,0.136886030436,,0.000529176206328,0.000560710323043,-0.7113494277,-0.702838122845
1567750424316833002,,10264,,1567750424,316601771,"""world""",,,-0.00966957584023,0.0167121365666,0.136883050203,,0.000520061003044,0.000583646586165,-0.711355566978,-0.702831923962
1567750424327178735,,10265,,1567750424,326971532,"""world""",,,-0.00968290120363,0.0167091693729,0.136879995465,,0.000528410659172,0.000572080374695,-0.711350679398,-0.702836930752
1567750424337567068,,10266,,1567750424,337305239,"""world""",,,-0.00968790985644,0.0167112834752,0.136877283454,,0.000528014730662,0.000566228409298,-0.711344778538,-0.702842831612
1567750424337588850,,10267,,1567750424,337323823,"""world""",,,-0.00966414250433,0.0167031493038,0.136921063066,,0.000628487032373,0.000744432385545,-0.71136790514,-0.702819228172
1567750424346696117,,10268,,1567750424,346520665,"""world""",,,-0.00963511131704,0.0166827812791,0.136894285679,,0.000722264929209,0.000688667991199,-0.711345851421,-0.702841520309
1567750424346749964,,10269,,1567750424,346572517,"""world""",,,-0.00965166836977,0.016706475988,0.136925458908,,0.000631667848211,0.000643234932795,-0.711353123188,-0.702834188938
1567750424357071583,,10270,,1567750424,356819286,"""world""",,,-0.00964794121683,0.0167174302042,0.136931598186,,0.000642366358079,0.00056036899332,-0.711359739304,-0.702827632427
1567750424357093711,,10271,,1567750424,356837895,"""world""",,,-0.00964388437569,0.0167131312191,0.136923342943,,0.00064371409826,0.000534681894351,-0.711351215839,-0.702836215496
1567750424367392245,,10272,,1567750424,367124149,"""world""",,,-0.00963781401515,0.0167163740844,0.136919111013,,0.000648167391773,0.000548723619431,-0.711359798908,-0.702827632427
1567750424367412725,,10273,,1567750424,367141888,"""world""",,,-0.0096332076937,0.0167197156698,0.136909663677,,0.000664554128889,0.000502949056681,-0.711356401443,-0.702831089497
1567750424377802565,,10274,,1567750424,377532570,"""world""",,,-0.00963419675827,0.016716491431,0.136902466416,,0.000647539563943,0.000576811144128,-0.711357593536,-0.702829778194
1567750424377821329,,10275,,1567750424,377550777,"""world""",,,-0.00964918918908,0.0167201682925,0.136871099472,,0.000550837023184,0.000481796509121,-0.711343824863,-0.702843844891
1567750424387348268,,10276,,1567750424,387051573,"""world""",,,-0.00964519381523,0.0167213138193,0.136876761913,,0.000550357566681,0.000408564636018,-0.711341500282,-0.702846229076
1567750424397845105,,10277,,1567750424,397556106,"""world""",,,-0.00964533723891,0.016721798107,0.136885106564,,0.000553943449631,0.00043482449837,-0.711340665817,-0.702847123146
1567750424397865575,,10278,,1567750424,397574471,"""world""",,,-0.00964619219303,0.0167242065072,0.136891812086,,0.000550053315237,0.000448363425676,-0.711339175701,-0.702848613262
